Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Discount,Profit
Same Day,Consumer,New York City,New York,East,Office Supplies,Envelopes,68.46,0.0,31.4916
Same Day,Consumer,New York City,New York,East,Technology,Machines,2799.96,0.0,1371.9804
Same Day,Consumer,New York City,New York,East,Office Supplies,Appliances,601.3,0.0,198.429
Same Day,Consumer,New York City,New York,East,Technology,Phones,16.99,0.0,4.4174
Same Day,Consumer,New York City,New York,East,Technology,Phones,287.97,0.0,80.6316
Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,44.82,0.0,21.0654
Standard Class,Corporate,Anaheim,California,West,Furniture,Furnishings,101.12,0.0,37.4144
Standard Class,Consumer,Deltona,Florida,South,Technology,Phones,107.976,0.2,37.7916
Standard Class,Home Office,New York City,New York,East,Office Supplies,Appliances,58.73,0.0,14.6825
Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,93.344,0.2,32.6704
Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Fasteners,17.05,0.0,8.184
Standard Class,Consumer,San Diego,California,West,Office Supplies,Binders,8.096,0.2,2.7324
Standard Class,Corporate,Oklahoma City,Oklahoma,Central,Furniture,Furnishings,30.36,0.0,13.0548
Standard Class,Consumer,Mount Vernon,New York,East,Office Supplies,Envelopes,23.34,0.0,10.9698
Standard Class,Consumer,Mount Vernon,New York,East,Office Supplies,Paper,51.55,0.0,24.2285
Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,119.9,0.0,43.163999999999994
Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,1317.4920000000002,0.1,292.776
Standard Class,Consumer,New York City,New York,East,Office Supplies,Supplies,63.84,0.0,18.5136
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,3.592,0.2,1.1225
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,86.26,0.0,29.3284
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,139.04,0.0,38.9312
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,46.8,0.0,16.38
Standard Class,Home Office,Chandler,Arizona,West,Furniture,Furnishings,8.544,0.2,1.9224
Standard Class,Home Office,Chandler,Arizona,West,Furniture,Chairs,842.3760000000001,0.2,105.29700000000001
Same Day,Consumer,Long Beach,New York,East,Technology,Phones,1214.85,0.0,352.3065
Second Class,Corporate,San Francisco,California,West,Office Supplies,Storage,67.78,0.0,16.945
First Class,Corporate,Helena,Montana,West,Office Supplies,Storage,39.9,0.0,10.374
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,2.688,0.2,0.84
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,6.6,0.0,2.904
First Class,Consumer,Kirkwood,Missouri,Central,Office Supplies,Binders,28.4,0.0,13.064
First Class,Consumer,Kirkwood,Missouri,Central,Furniture,Furnishings,212.94,0.0,34.0704
Second Class,Home Office,Chicago,Illinois,Central,Technology,Phones,1001.584,0.2,125.198
Second Class,Home Office,Chicago,Illinois,Central,Furniture,Chairs,569.058,0.3,-178.8468
Second Class,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,14.224,0.6,-10.3124
Second Class,Corporate,Peoria,Arizona,West,Technology,Phones,105.584,0.2,9.2386
Second Class,Corporate,Peoria,Arizona,West,Technology,Phones,68.72,0.2,-14.603
Standard Class,Corporate,Seattle,Washington,West,Furniture,Bookcases,1367.84,0.0,259.8896
Second Class,Consumer,Taylor,Michigan,Central,Furniture,Chairs,301.96,0.0,33.2156
Standard Class,Consumer,Pasadena,California,West,Furniture,Chairs,170.352,0.2,-17.0352
Standard Class,Consumer,Midland,Michigan,Central,Office Supplies,Art,3.9,0.0,1.521
Standard Class,Consumer,Midland,Michigan,Central,Office Supplies,Paper,12.84,0.0,5.778
Standard Class,Consumer,Midland,Michigan,Central,Office Supplies,Paper,15.84,0.0,7.127999999999999
Standard Class,Consumer,Midland,Michigan,Central,Furniture,Chairs,563.94,0.0,112.788
Standard Class,Consumer,Midland,Michigan,Central,Office Supplies,Storage,62.94,0.0,11.9586
Standard Class,Consumer,Midland,Michigan,Central,Office Supplies,Storage,535.41,0.0,160.623
Second Class,Corporate,Detroit,Michigan,Central,Furniture,Chairs,3504.9,0.0,700.98
Second Class,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,144.12,0.0,69.1776
Second Class,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,314.55,0.0,150.984
First Class,Corporate,Pueblo,Colorado,West,Office Supplies,Art,3.408,0.2,0.8946
Standard Class,Consumer,Waco,Texas,Central,Office Supplies,Binders,2.072,0.8,-3.5224
Standard Class,Consumer,Waco,Texas,Central,Furniture,Bookcases,328.3992,0.32,-91.7586
First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,53.248000000000005,0.2,19.968
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,4.992,0.2,1.6848
Standard Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,37.68,0.0,15.8256
Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,258.57599999999996,0.2,19.3932
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Appliances,75.84,0.0,29.5776
First Class,Corporate,Woonsocket,Rhode Island,East,Office Supplies,Paper,45.36,0.0,21.7728
First Class,Corporate,Woonsocket,Rhode Island,East,Office Supplies,Binders,45.78,0.0,22.89
First Class,Consumer,Columbus,Georgia,South,Office Supplies,Storage,40.29,0.0,10.0725
First Class,Consumer,Columbus,Georgia,South,Office Supplies,Binders,38.71,0.0,17.8066
Standard Class,Consumer,Jacksonville,Florida,South,Office Supplies,Storage,1801.632,0.2,-337.806
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,748.752,0.4,-162.2296
Standard Class,Consumer,Columbus,Indiana,Central,Technology,Accessories,199.96,0.0,15.9968
Standard Class,Consumer,Columbus,Indiana,Central,Furniture,Chairs,1516.2,0.0,394.212
Standard Class,Consumer,Pasadena,Texas,Central,Technology,Accessories,167.952,0.2,-27.2922
Standard Class,Consumer,Pasadena,Texas,Central,Office Supplies,Art,45.04,0.2,4.504
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Envelopes,23.16,0.0,11.58
Second Class,Corporate,Columbia,South Carolina,South,Furniture,Furnishings,397.6,0.0,43.736000000000004
Second Class,Corporate,Columbia,South Carolina,South,Office Supplies,Paper,85.96,0.0,40.4012
Second Class,Corporate,Columbia,South Carolina,South,Office Supplies,Art,13.12,0.0,4.3296
Second Class,Corporate,Columbia,South Carolina,South,Office Supplies,Binders,45.66,0.0,22.3734
Standard Class,Consumer,Kent,Washington,West,Office Supplies,Envelopes,158.13,0.0,77.4837
Standard Class,Consumer,Kent,Washington,West,Technology,Phones,43.6,0.2,4.36
Standard Class,Consumer,Round Rock,Texas,Central,Office Supplies,Supplies,3930.072,0.2,-786.0144
Standard Class,Consumer,Round Rock,Texas,Central,Office Supplies,Fasteners,2.3040000000000003,0.2,0.7776
Standard Class,Consumer,Round Rock,Texas,Central,Technology,Phones,431.976,0.2,32.3982
Standard Class,Consumer,Round Rock,Texas,Central,Technology,Accessories,41.72,0.2,5.7365
Standard Class,Consumer,Oakland,California,West,Furniture,Furnishings,104.23,0.0,28.1421
Standard Class,Consumer,Oakland,California,West,Office Supplies,Storage,70.26,0.0,18.9702
Standard Class,Consumer,Auburn,New York,East,Office Supplies,Art,9.26,0.0,3.0558
Standard Class,Consumer,Auburn,New York,East,Office Supplies,Storage,105.98,0.0,4.2392
Standard Class,Consumer,Auburn,New York,East,Office Supplies,Fasteners,1.24,0.0,0.5828
Standard Class,Consumer,Auburn,New York,East,Office Supplies,Labels,20.7,0.0,9.936
Standard Class,Consumer,Auburn,New York,East,Office Supplies,Paper,28.9,0.0,14.161
Standard Class,Consumer,Auburn,New York,East,Office Supplies,Envelopes,27.18,0.0,12.7746
Standard Class,Corporate,Newark,Delaware,East,Office Supplies,Storage,465.18,0.0,120.9468
Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,36.63,0.0,9.8901
Same Day,Consumer,Redlands,California,West,Office Supplies,Storage,51.45,0.0,13.8915
Same Day,Consumer,Redlands,California,West,Office Supplies,Labels,7.83,0.0,3.6018
Same Day,Consumer,Redlands,California,West,Office Supplies,Art,35.4,0.0,13.452
Same Day,Consumer,Redlands,California,West,Office Supplies,Paper,29.9,0.0,13.455
Standard Class,Consumer,Roseville,Michigan,Central,Office Supplies,Envelopes,17.48,0.0,8.2156
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,79.14,0.0,36.4044
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,8.4,0.0,4.2
Same Day,Consumer,Detroit,Michigan,Central,Furniture,Chairs,498.26,0.0,134.5302
Standard Class,Home Office,Detroit,Michigan,Central,Furniture,Bookcases,212.94,0.0,57.4938
Second Class,Home Office,Springfield,Missouri,Central,Office Supplies,Appliances,706.86,0.0,197.9208
Second Class,Home Office,Springfield,Missouri,Central,Technology,Phones,114.95,0.0,2.299
Second Class,Home Office,Springfield,Missouri,Central,Office Supplies,Binders,43.19,0.0,20.7312
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,166.44,0.0,79.8912
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,36.56,0.2,12.796
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,186.144,0.2,60.4968
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,353.56800000000004,0.2,-44.196000000000005
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Paper,81.98,0.0,40.1702
Second Class,Consumer,Fresno,California,West,Office Supplies,Binders,14.624,0.2,5.1184
Second Class,Consumer,Fresno,California,West,Furniture,Tables,697.16,0.2,8.7145
Second Class,Consumer,Fresno,California,West,Furniture,Furnishings,30.93,0.0,12.6813
Second Class,Consumer,Fresno,California,West,Office Supplies,Binders,27.496,0.2,9.2799
Standard Class,Corporate,Texarkana,Arkansas,South,Furniture,Chairs,605.34,0.0,145.2816
First Class,Consumer,San Francisco,California,West,Furniture,Tables,210.00799999999998,0.2,2.6251
First Class,Corporate,Indianapolis,Indiana,Central,Office Supplies,Appliances,54.96,0.0,15.9384
Standard Class,Consumer,Columbia,Maryland,East,Furniture,Furnishings,164.22,0.0,50.9082
Standard Class,Consumer,Columbia,Maryland,East,Furniture,Bookcases,362.94,0.0,36.294000000000004
Standard Class,Consumer,Columbia,Maryland,East,Technology,Accessories,59.98,0.0,26.3912
Standard Class,Consumer,San Jose,California,West,Office Supplies,Storage,332.94,0.0,6.6588
Standard Class,Consumer,San Jose,California,West,Office Supplies,Binders,39.872,0.2,12.9584
Second Class,Corporate,Seattle,Washington,West,Office Supplies,Supplies,13.68,0.0,3.6936
Standard Class,Corporate,Carrollton,Texas,Central,Office Supplies,Binders,3.318,0.8,-5.6406
First Class,Home Office,Arlington,Virginia,South,Office Supplies,Binders,10.44,0.0,4.8024
Second Class,Corporate,Los Angeles,California,West,Furniture,Tables,136.464,0.2,15.3522
Second Class,Corporate,Los Angeles,California,West,Technology,Phones,333.57599999999996,0.2,33.3576
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,12.544,0.2,4.704
Standard Class,Consumer,Frankfort,Illinois,Central,Office Supplies,Appliances,20.768,0.8,-52.9584
Second Class,Consumer,Seattle,Washington,West,Technology,Accessories,43.5,0.0,10.875
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,12.575999999999999,0.2,4.0872
Standard Class,Consumer,Columbus,Georgia,South,Technology,Accessories,249.95,0.0,19.996
Standard Class,Consumer,Columbus,Georgia,South,Office Supplies,Paper,49.12,0.0,23.0864
First Class,Consumer,Virginia Beach,Virginia,South,Office Supplies,Appliances,182.91,0.0,53.0439
Second Class,Home Office,Des Moines,Washington,West,Office Supplies,Binders,107.648,0.2,33.64
Second Class,Corporate,Bethlehem,Pennsylvania,East,Furniture,Chairs,99.37200000000001,0.3,-7.098
Second Class,Corporate,Bethlehem,Pennsylvania,East,Furniture,Furnishings,33.568000000000005,0.2,-5.4548
Standard Class,Consumer,Oklahoma City,Oklahoma,Central,Office Supplies,Paper,10.56,0.0,4.752
Standard Class,Consumer,Rancho Cucamonga,California,West,Office Supplies,Paper,38.88,0.0,18.6624
First Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,35.2,0.0,16.544
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,45.528,0.2,15.9348
First Class,Home Office,Houston,Texas,Central,Technology,Phones,196.77599999999998,0.2,14.7582
First Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,2.92,0.8,-4.8180000000000005
First Class,Home Office,Houston,Texas,Central,Furniture,Tables,200.795,0.3,-22.948
First Class,Home Office,Houston,Texas,Central,Technology,Accessories,46.688,0.2,-2.918
First Class,Home Office,Houston,Texas,Central,Office Supplies,Art,21.864,0.2,3.5529
First Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,11.76,0.0,5.7624
First Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,167.94,0.0,82.2906
First Class,Corporate,Seattle,Washington,West,Office Supplies,Appliances,3.89,0.0,1.0114
Standard Class,Home Office,Yonkers,New York,East,Technology,Machines,52.44,0.0,24.1224
Same Day,Consumer,San Francisco,California,West,Furniture,Furnishings,32.36,0.0,11.6496
Same Day,Consumer,San Francisco,California,West,Office Supplies,Appliances,406.6,0.0,113.848
Same Day,Corporate,Los Angeles,California,West,Furniture,Furnishings,27.92,0.0,8.0968
Same Day,Corporate,Los Angeles,California,West,Furniture,Tables,399.67199999999997,0.2,-14.9877
First Class,Home Office,Miami,Florida,South,Office Supplies,Binders,3.7439999999999998,0.7,-2.6208
Second Class,Consumer,Burlington,Vermont,East,Furniture,Chairs,715.2,0.0,178.8
Standard Class,Corporate,Fayetteville,Arkansas,South,Technology,Accessories,159.8,0.0,70.312
Standard Class,Corporate,Fayetteville,Arkansas,South,Technology,Accessories,44.75,0.0,8.5025
Standard Class,Home Office,Odessa,Texas,Central,Furniture,Chairs,340.116,0.3,-9.7176
Standard Class,Consumer,Virginia Beach,Virginia,South,Office Supplies,Paper,105.52,0.0,48.5392
Standard Class,Consumer,Milwaukee,Wisconsin,Central,Technology,Accessories,13.48,0.0,1.8872
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Storage,85.52,0.0,22.2352
Standard Class,Corporate,Rochester,Minnesota,Central,Furniture,Furnishings,6.16,0.0,2.9568
Standard Class,Corporate,Rochester,Minnesota,Central,Office Supplies,Paper,36.84,0.0,17.3148
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Storage,15.84,0.0,0.0
Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Labels,44.4,0.0,22.2
First Class,Consumer,Louisville,Colorado,West,Office Supplies,Envelopes,21.24,0.2,7.434
First Class,Consumer,Louisville,Colorado,West,Office Supplies,Binders,9.552,0.7,-7.3232
First Class,Consumer,Louisville,Colorado,West,Furniture,Bookcases,89.991,0.7,-152.9847
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Paper,163.96,0.0,80.3404
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,17.904,0.2,6.2664
Standard Class,Consumer,Houston,Texas,Central,Furniture,Chairs,966.7,0.3,-13.81
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,182.112,0.2,61.4628
First Class,Consumer,Miami,Florida,South,Office Supplies,Storage,4.4639999999999995,0.2,0.3348
Standard Class,Consumer,Medina,Ohio,East,Furniture,Tables,51.588,0.4,-15.4764
Standard Class,Corporate,Roseville,Minnesota,Central,Office Supplies,Labels,50.4,0.0,23.184
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,89.568,0.2,32.4684
Standard Class,Consumer,Yonkers,New York,East,Furniture,Furnishings,14.89,0.0,4.0203
Standard Class,Consumer,Yonkers,New York,East,Technology,Phones,543.92,0.0,135.98
First Class,Corporate,San Diego,California,West,Office Supplies,Envelopes,4.08,0.0,1.9176
First Class,Corporate,San Diego,California,West,Office Supplies,Labels,18.9,0.0,8.693999999999999
Standard Class,Corporate,Springfield,Virginia,South,Furniture,Tables,2275.5,0.0,386.835
Standard Class,Corporate,Springfield,Virginia,South,Technology,Accessories,1979.7,0.0,653.3009999999999
Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Labels,62.1,0.0,29.808000000000003
Standard Class,Consumer,Decatur,Illinois,Central,Furniture,Chairs,37.296,0.3,-1.0656
First Class,Home Office,Garland,Texas,Central,Furniture,Furnishings,8.544,0.6,-7.476
Standard Class,Corporate,Oceanside,New York,East,Furniture,Furnishings,68.95,0.0,28.959
Standard Class,Corporate,Oceanside,New York,East,Office Supplies,Storage,296.37,0.0,80.0199
Standard Class,Corporate,Oceanside,New York,East,Technology,Phones,39.98,0.0,1.999
First Class,Consumer,Houston,Texas,Central,Furniture,Chairs,191.058,0.3,-46.3998
First Class,Consumer,Houston,Texas,Central,Office Supplies,Art,13.04,0.2,3.912
First Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,1525.1879999999999,0.8,-2287.782
Standard Class,Home Office,Greenville,North Carolina,South,Office Supplies,Labels,9.216000000000001,0.2,3.3408
Standard Class,Home Office,Greenville,North Carolina,South,Office Supplies,Supplies,28.048000000000002,0.2,3.5060000000000002
Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,64.96,0.0,21.4368
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Envelopes,30.56,0.0,14.9744
Standard Class,Consumer,Greensboro,North Carolina,South,Furniture,Chairs,187.05599999999998,0.2,11.690999999999999
First Class,Home Office,Knoxville,Tennessee,South,Furniture,Furnishings,11.808,0.2,1.3284
First Class,Home Office,Knoxville,Tennessee,South,Furniture,Furnishings,9.656,0.2,1.5691
First Class,Home Office,Knoxville,Tennessee,South,Office Supplies,Paper,20.736,0.2,7.2576
First Class,Home Office,Knoxville,Tennessee,South,Office Supplies,Binders,27.36,0.7,-21.888
First Class,Home Office,Knoxville,Tennessee,South,Furniture,Tables,2314.116,0.4,-1002.7836
